CMO_ID,Name,Sponsor_ID,GMP Status
CMO0064,Nova Medical Ltd,SP0020,Certified
CMO0065,Chem Thera Holdings,SP0002,Under Review
CMO0066,Thera-Solutions Biosciences,SP0280,Under Review
CMO0067,Vax-Genetics Laboratories,SP0196,Probation
CMO0068,GenLabs Therapeutics,SP0311,Under Review
CMO0069,Life-Medical Inc,SP0198,Pending Renewal
CMO0070,Med Pharma LLC,SP0457,Certified
CMO0071,Genetics Life Ltd,SP0256,Pending Renewal
CMO0072,Thera Therapeutics,SP0322,Compliant
CMO0073,Pro Co,SP0401,Probation
CMO0074,Labs Clinic Laboratories,SP0446,Pending Renewal
CMO0075,Labs Cure Group,SP0284,Certified
CMO0076,Pharma Vax Co,SP0444,Probation
CMO0077,Tech Nova Pharmaceuticals,SP0496,Pending Renewal
CMO0078,Sci Science GmbH,SP0329,Pending Renewal
CMO0079,ProChem Sciences,SP0287,Certified
CMO0080,Nova-Research Technologies,SP0245,Compliant
CMO0081,Tech Pharma GmbH,SP0175,Certified
CMO0082,Lab Labs Ltd,SP0481,Compliant
CMO0083,Cure Genetics Sciences,SP0249,Certified
CMO0084,Cure Science Inc,SP0440,Probation
CMO0085,NovaMedicines Laboratories,SP0126,Compliant
CMO0086,Pro Labs Therapeutics,SP0344,Probation
CMO0087,TheraMedical LLC,SP0062,Certified
CMO0088,Tech-Solutions AG,SP0437,Compliant
CMO0089,Life Holdings,SP0085,Pending Renewal
CMO0090,Tech Clinic GmbH,SP0328,Compliant
CMO0091,Lab Science Sciences,SP0291,Certified
CMO0092,Vax-Genetics Group,SP0113,Pending Renewal
CMO0093,Clinic SA,SP0328,Probation
CMO0094,Bio LLC,SP0407,Probation
CMO0095,Research Tech Sciences,SP0015,Pending Renewal
CMO0096,TechGenetics LLC,SP0475,Probation
CMO0097,Labs Med Inc,SP0339,Pending Renewal
CMO0098,Science Life Technologies,SP0366,Compliant
CMO0099,Health-Research Biosciences,SP0116,Probation
CMO0100,Cure-Health Biosciences,SP0382,Certified
CMO0101,Clinic Biotech Group,SP0043,Certified
CMO0102,Life Labs Sciences,SP0263,Probation
CMO0103,Clinic Biologics Inc,SP0011,Certified
CMO0104,ClinicSolutions LLC,SP0225,Certified
CMO0105,Biologics Life AG,SP0288,Under Review
CMO0106,Vax Inc,SP0150,Under Review
CMO0107,Life Genetics Ltd,SP0337,Certified
CMO0108,Gen-Therapeutics Biosciences,SP0195,Under Review
CMO0109,Tech Genetics Biosciences,SP0446,Certified
CMO0110,Research Thera AG,SP0154,Under Review
CMO0111,Cure-Science Laboratories,SP0251,Under Review
CMO0112,Pro LLC,SP0090,Pending Renewal
CMO0113,CureHealth LLC,SP0395,Probation
CMO0114,Tech Health Therapeutics,SP0237,Under Review
CMO0115,Vax Biologics AG,SP0169,Certified
CMO0116,Vax Biologics Group,SP0443,Compliant
CMO0117,TechBiotech Group,SP0425,Under Review
CMO0118,MedSystems Holdings,SP0241,Compliant
CMO0119,Thera-Labs GmbH,SP0003,Certified
CMO0120,Health SA,SP0430,Compliant
CMO0121,Pharma Labs AG,SP0128,Under Review
CMO0122,Systems Pro Biosciences,SP0185,Under Review
CMO0123,Med Laboratories,SP0152,Probation
CMO0124,Tech-Solutions Co,SP0110,Pending Renewal
CMO0125,Gen Biotech GmbH,SP0045,Compliant
CMO0126,Gen GmbH,SP0378,Certified
CMO0127,Chem Pharma AG,SP0068,Probation
CMO0128,Pharma Laboratories,SP0250,Under Review
CMO0129,Chem Sci Pharmaceuticals,SP0027,Certified
CMO0130,Med-Health Pharmaceuticals,SP0412,Certified
CMO0131,Nova Corp,SP0109,Probation
CMO0132,Genetics Health Corp,SP0372,Pending Renewal
CMO0133,Science Life Pharmaceuticals,SP0346,Pending Renewal
CMO0134,Gen-Biologics Biosciences,SP0007,Probation
CMO0135,Med Ltd,SP0316,Compliant
CMO0136,TheraBiologics Pharmaceuticals,SP0292,Compliant
CMO0137,Pharma Medical SA,SP0150,Certified
CMO0138,CureTech Laboratories,SP0005,Probation
CMO0139,Vax Laboratories,SP0084,Under Review
CMO0140,TheraLabs Therapeutics,SP0215,Pending Renewal
CMO0141,Pro GmbH,SP0248,Probation
CMO0142,Biologics Thera Ltd,SP0073,Probation
CMO0143,Biologics Vax Group,SP0049,Pending Renewal
CMO0144,Pharma Pro Laboratories,SP0242,Pending Renewal
CMO0145,Medicines Lab Ltd,SP0366,Compliant
CMO0146,MedScience Therapeutics,SP0277,Under Review
CMO0147,Sci Genetics Group,SP0073,Under Review
CMO0148,Thera-Systems Group,SP0165,Certified
CMO0149,Medicines Vax GmbH,SP0082,Certified
CMO0150,ProPharma Holdings,SP0061,Pending Renewal
CMO0151,Bio Holdings,SP0072,Under Review
CMO0152,Tech-Therapeutics Biosciences,SP0451,Probation
CMO0153,Biotech Life Corp,SP0480,Certified
CMO0154,Pharma Genetics Laboratories,SP0245,Certified
CMO0155,Systems Life Inc,SP0326,Compliant
CMO0156,Gen-Biotech AG,SP0296,Certified
CMO0157,Nova Labs Laboratories,SP0033,Certified
CMO0158,Med Research GmbH,SP0089,Under Review
CMO0159,ProScience Corp,SP0452,Certified
CMO0160,Clinic Inc,SP0163,Under Review
CMO0161,Tech Group,SP0359,Under Review
CMO0162,Science Life Corp,SP0102,Pending Renewal
CMO0163,Therapeutics Lab Laboratories,SP0056,Certified
CMO0164,MedBiologics Sciences,SP0210,Pending Renewal
CMO0165,Bio Pharma Pharmaceuticals,SP0497,Certified
CMO0166,Lab-Labs AG,SP0402,Compliant
CMO0167,TechHealth GmbH,SP0281,Probation
CMO0168,Cure Co,SP0478,Certified
CMO0169,Vax Genetics Group,SP0111,Certified
CMO0170,Bio Chem Sciences,SP0286,Under Review
CMO0171,Gen-Medical Sciences,SP0457,Pending Renewal
CMO0172,Tech Therapeutics,SP0346,Probation
CMO0173,LifeTherapeutics LLC,SP0155,Compliant
CMO0174,Health Cure Technologies,SP0012,Probation
CMO0175,Life-Medicines Ltd,SP0340,Under Review
CMO0176,Life-Medical GmbH,SP0368,Probation
CMO0177,Medicines Clinic AG,SP0073,Compliant
CMO0178,Cure Pharmaceuticals,SP0222,Probation
CMO0179,Health Health LLC,SP0229,Pending Renewal
CMO0180,Sci GmbH,SP0203,Compliant
CMO0181,Labs Thera AG,SP0330,Under Review
CMO0182,LabScience Holdings,SP0360,Certified
CMO0183,Therapeutics Cure Sciences,SP0046,Probation
CMO0184,MedHealth Sciences,SP0400,Certified
CMO0185,Thera-Pharma Therapeutics,SP0009,Pending Renewal
CMO0186,Tech-Solutions Group,SP0365,Under Review
CMO0187,ClinicResearch Corp,SP0188,Certified
CMO0188,Health Biosciences,SP0198,Certified
CMO0189,Clinic-Therapeutics Laboratories,SP0068,Certified
CMO0190,Bio Biotech Technologies,SP0009,Certified
CMO0191,TheraBiotech AG,SP0203,Probation
CMO0192,TechBiotech Pharmaceuticals,SP0441,Compliant
CMO0193,Lab-Pharma Group,SP0112,Certified
CMO0194,Sci Laboratories,SP0342,Compliant
CMO0195,Health Vax LLC,SP0435,Pending Renewal
CMO0196,Pharma Technologies,SP0242,Compliant
CMO0197,Gen Research Co,SP0360,Certified
CMO0198,Cure-Tech Laboratories,SP0418,Pending Renewal
CMO0199,Life Pharmaceuticals,SP0107,Certified
CMO0200,GenBiologics SA,SP0452,Probation
CMO0201,LifeLabs Group,SP0265,Under Review
CMO0202,Clinic Pharmaceuticals,SP0108,Probation
CMO0203,ClinicBiotech SA,SP0401,Probation
CMO0204,Health Medicines Co,SP0274,Under Review
CMO0205,Clinic-Tech Ltd,SP0413,Pending Renewal
CMO0206,Bio-Therapeutics SA,SP0019,Probation
CMO0207,Cure Science Group,SP0406,Under Review
CMO0208,Sci-Labs Therapeutics,SP0388,Under Review
CMO0209,Tech Systems GmbH,SP0257,Certified
CMO0210,Biologics Med GmbH,SP0076,Certified
CMO0211,Nova Medicines AG,SP0339,Certified
CMO0212,Sci Systems AG,SP0116,Pending Renewal
CMO0213,Gen Sciences,SP0174,Certified
CMO0214,Lab Group,SP0407,Compliant
CMO0215,Chem Thera Therapeutics,SP0316,Under Review
CMO0216,Medicines Cure Technologies,SP0368,Under Review
CMO0217,Systems Nova Laboratories,SP0069,Compliant
CMO0218,Thera LLC,SP0238,Probation
CMO0219,Life-Labs SA,SP0320,Compliant
CMO0220,TechScience LLC,SP0347,Certified
CMO0221,HealthHealth Therapeutics,SP0177,Probation
CMO0222,Med-Health Corp,SP0418,Under Review
CMO0223,Nova Biotech Sciences,SP0318,Compliant
CMO0224,Thera Corp,SP0230,Compliant
CMO0225,MedSolutions Technologies,SP0014,Under Review
CMO0226,Medicines Clinic GmbH,SP0200,Certified
CMO0227,Health Life Co,SP0487,Under Review
CMO0228,Sci Genetics Pharmaceuticals,SP0255,Certified
CMO0229,Pro Therapeutics Biosciences,SP0341,Certified
CMO0230,Chem Cure SA,SP0119,Compliant
CMO0231,Sci Co,SP0104,Compliant
CMO0232,ProMedical Inc,SP0192,Probation
CMO0233,Clinic-Pharma Co,SP0283,Probation
CMO0234,ProLabs Technologies,SP0290,Certified
CMO0235,CureHealth AG,SP0488,Probation
CMO0236,Gen Holdings,SP0412,Under Review
CMO0237,Med Health Holdings,SP0093,Under Review
CMO0238,Cure Therapeutics SA,SP0104,Pending Renewal
CMO0239,Labs Clinic SA,SP0021,Pending Renewal
CMO0240,Chem Tech Biosciences,SP0216,Certified
CMO0241,CureBiologics Biosciences,SP0071,Pending Renewal
CMO0242,Thera-Systems Holdings,SP0329,Certified
CMO0243,Life-Tech AG,SP0316,Probation
CMO0244,Thera Tech Pharmaceuticals,SP0193,Probation
CMO0245,Clinic Tech Sciences,SP0262,Pending Renewal
CMO0246,TechScience Co,SP0322,Certified
CMO0247,Sci-Labs Corp,SP0347,Probation
CMO0248,Biologics Sci Therapeutics,SP0447,Compliant
CMO0249,Vax-Medical Technologies,SP0366,Certified
CMO0250,LifeMedical SA,SP0056,Certified
CMO0251,Health Tech Therapeutics,SP0269,Certified
CMO0252,Cure Science Biosciences,SP0067,Under Review
CMO0253,CureHealth Sciences,SP0362,Certified
CMO0254,PharmaHealth Inc,SP0434,Probation
CMO0255,Cure-Pharma Corp,SP0138,Compliant
CMO0256,Sci-Pharma GmbH,SP0421,Pending Renewal
CMO0257,HealthTech LLC,SP0015,Under Review
CMO0258,Vax Solutions SA,SP0045,Probation
CMO0259,Medical Vax AG,SP0327,Compliant
CMO0260,Cure Genetics Laboratories,SP0488,Certified
CMO0261,Chem Bio AG,SP0401,Compliant
CMO0262,Gen Laboratories,SP0297,Compliant
CMO0263,Bio Medicines Sciences,SP0460,Compliant
CMO0264,VaxTherapeutics Biosciences,SP0087,Under Review
CMO0265,Medical Pro AG,SP0416,Pending Renewal
CMO0266,Sci-Biologics Corp,SP0455,Compliant
CMO0267,Cure Laboratories,SP0425,Certified
CMO0268,HealthMedicines Sciences,SP0406,Under Review
CMO0269,TechSolutions Sciences,SP0039,Compliant
CMO0270,Clinic Biosciences,SP0063,Certified
CMO0271,ClinicTherapeutics Laboratories,SP0048,Probation
CMO0272,Clinic Corp,SP0344,Probation
CMO0273,Tech-Labs SA,SP0381,Certified
CMO0274,Thera-Medical Technologies,SP0128,Under Review
CMO0275,Medicines Med Ltd,SP0294,Pending Renewal
CMO0276,Pharma Labs Laboratories,SP0251,Pending Renewal
CMO0277,Pharma-Science Holdings,SP0416,Certified
CMO0278,BioPharma Group,SP0042,Probation
CMO0279,Genetics Clinic Pharmaceuticals,SP0321,Compliant
CMO0280,Nova-Science Group,SP0106,Pending Renewal
CMO0281,Life Systems Laboratories,SP0003,Compliant
CMO0282,Vax SA,SP0388,Compliant
CMO0283,Thera Chem Inc,SP0349,Certified
CMO0284,ClinicPharma Technologies,SP0245,Compliant
CMO0285,Thera Research Laboratories,SP0447,Pending Renewal
CMO0286,Gen-Therapeutics Laboratories,SP0049,Probation
CMO0287,Health Cure Sciences,SP0352,Pending Renewal
CMO0288,Bio-Chem Group,SP0401,Certified
CMO0289,Gen AG,SP0216,Under Review
CMO0290,Cure-Genetics Ltd,SP0171,Probation
CMO0291,ProMedical Holdings,SP0071,Certified
CMO0292,Biotech Vax GmbH,SP0116,Probation
CMO0293,Nova Holdings,SP0433,Probation
CMO0294,Medicines Health Group,SP0134,Certified
CMO0295,Thera Tech GmbH,SP0150,Probation
CMO0296,Cure-Biotech Holdings,SP0077,Compliant
CMO0297,Clinic Health Sciences,SP0442,Compliant
CMO0298,Pharma Corp,SP0173,Pending Renewal
CMO0299,Vax-Tech Therapeutics,SP0098,Compliant
CMO0300,Gen Tech Technologies,SP0006,Certified
CMO0301,Vax Chem Corp,SP0316,Pending Renewal
CMO0302,Biotech Gen Inc,SP0102,Pending Renewal
CMO0303,Gen LLC,SP0456,Compliant
CMO0304,Lab-Biotech Pharmaceuticals,SP0195,Under Review
CMO0305,Pharma GmbH,SP0285,Under Review
CMO0306,SciMedical AG,SP0178,Compliant
CMO0307,Pro Systems Inc,SP0295,Compliant
CMO0308,Vax Genetics Therapeutics,SP0199,Under Review
CMO0309,Med-Health Holdings,SP0442,Under Review
CMO0310,Genetics Med Ltd,SP0438,Compliant
CMO0311,ClinicScience Corp,SP0187,Certified
CMO0312,Bio-Tech Laboratories,SP0059,Compliant
CMO0313,Thera Medicines Holdings,SP0013,Pending Renewal
CMO0314,Pharma-Solutions Pharmaceuticals,SP0015,Certified
CMO0315,Med Holdings,SP0136,Certified
CMO0316,Bio-Labs AG,SP0216,Pending Renewal
CMO0317,Gen Science Pharmaceuticals,SP0220,Probation
CMO0318,TheraGenetics SA,SP0416,Certified
CMO0319,HealthTech Inc,SP0482,Pending Renewal
CMO0320,Thera Labs Pharmaceuticals,SP0368,Certified
CMO0321,Cure-Solutions Biosciences,SP0166,Probation
CMO0322,NovaMedical Group,SP0275,Pending Renewal
CMO0323,Chem Thera SA,SP0493,Under Review
CMO0324,ClinicResearch Technologies,SP0239,Under Review
CMO0325,Pharma Systems Therapeutics,SP0347,Compliant
CMO0326,Lab Ltd,SP0441,Under Review
CMO0327,Life-Medicines Holdings,SP0373,Compliant
CMO0328,Cure Therapeutics,SP0312,Certified
CMO0329,BioGenetics Holdings,SP0280,Probation
CMO0330,Thera Inc,SP0068,Certified
CMO0331,Med Health Laboratories,SP0102,Pending Renewal
CMO0332,Pharma Sci Sciences,SP0340,Pending Renewal
CMO0333,TheraTech LLC,SP0492,Certified
CMO0334,Cure Medicines SA,SP0179,Certified
CMO0335,Thera Technologies,SP0473,Compliant
CMO0336,TheraTherapeutics Pharmaceuticals,SP0137,Under Review
CMO0337,Research Thera Inc,SP0406,Compliant
CMO0338,Gen-Therapeutics Holdings,SP0065,Certified
CMO0339,Gen Medicines Group,SP0104,Pending Renewal
CMO0340,CureTech Co,SP0172,Certified
CMO0341,TechMedicines Inc,SP0020,Certified
CMO0342,Sci Genetics Inc,SP0114,Probation
CMO0343,HealthResearch Laboratories,SP0450,Probation
CMO0344,Life Chem Laboratories,SP0132,Compliant
CMO0345,Genetics Cure Pharmaceuticals,SP0249,Compliant
CMO0346,Sci-Medical Co,SP0208,Probation
CMO0347,Pharma Health AG,SP0034,Certified
CMO0348,Sci SA,SP0279,Compliant
CMO0349,Therapeutics Lab Biosciences,SP0422,Pending Renewal
CMO0350,Tech Cure Pharmaceuticals,SP0453,Pending Renewal
CMO0351,Nova Biosciences,SP0438,Probation
CMO0352,GenScience Inc,SP0391,Certified
CMO0353,ClinicPharma LLC,SP0163,Probation
CMO0354,Life-Science Biosciences,SP0134,Compliant
CMO0355,Systems Tech Corp,SP0040,Under Review
CMO0356,Vax Health LLC,SP0217,Under Review
CMO0357,Research Pro Group,SP0244,Probation
CMO0358,Nova Genetics Technologies,SP0051,Pending Renewal
CMO0359,SciSystems Ltd,SP0293,Pending Renewal
CMO0360,Life Solutions AG,SP0449,Compliant
CMO0361,Chem Cure Holdings,SP0109,Compliant
CMO0362,MedMedicines Pharmaceuticals,SP0034,Probation
CMO0363,VaxLabs AG,SP0268,Certified
CMO0364,VaxLabs Biosciences,SP0251,Pending Renewal
CMO0365,Lab GmbH,SP0232,Pending Renewal
CMO0366,TechSolutions SA,SP0306,Under Review
CMO0367,Cure Solutions Group,SP0194,Pending Renewal
CMO0368,Life-Biologics Holdings,SP0014,Compliant
CMO0369,Vax Holdings,SP0182,Pending Renewal
CMO0370,Research Lab Holdings,SP0309,Under Review
CMO0371,Nova Science Group,SP0289,Compliant
CMO0372,Clinic-Chem Pharmaceuticals,SP0428,Under Review
CMO0373,Medicines Bio LLC,SP0350,Probation
CMO0374,Thera-Medicines GmbH,SP0011,Probation
CMO0375,Health Technologies,SP0291,Under Review
CMO0376,Thera Laboratories,SP0225,Certified
CMO0377,Life Corp,SP0318,Compliant
CMO0378,TheraResearch Holdings,SP0299,Probation
CMO0379,Solutions Nova Corp,SP0455,Compliant
CMO0380,TheraBiologics Inc,SP0247,Pending Renewal
CMO0381,Tech-Systems Therapeutics,SP0262,Probation
CMO0382,Thera Biotech Holdings,SP0013,Pending Renewal
CMO0383,TechMedicines Sciences,SP0388,Certified
CMO0384,NovaHealth Ltd,SP0395,Under Review
CMO0385,Medical Health GmbH,SP0110,Under Review
CMO0386,ClinicMedicines Biosciences,SP0388,Compliant
CMO0387,Clinic-Biotech Pharmaceuticals,SP0187,Certified
CMO0388,GenTherapeutics Laboratories,SP0024,Pending Renewal
CMO0389,Sci Science Therapeutics,SP0214,Pending Renewal
CMO0390,VaxHealth Inc,SP0307,Under Review
CMO0391,Cure Solutions Sciences,SP0356,Compliant
CMO0392,Thera-Health Co,SP0085,Under Review
CMO0393,Lab Science Corp,SP0462,Probation
CMO0394,Vax Solutions Technologies,SP0207,Pending Renewal
CMO0395,Clinic Research Co,SP0125,Probation
CMO0396,Med Research Corp,SP0403,Under Review
CMO0397,Thera Biologics Ltd,SP0481,Probation
CMO0398,Sci Therapeutics,SP0126,Probation
CMO0399,Solutions Med Pharmaceuticals,SP0081,Certified
CMO0400,Sci Medicines Therapeutics,SP0057,Pending Renewal
CMO0401,Sci-Biologics Inc,SP0049,Probation
CMO0402,Clinic Systems Holdings,SP0188,Under Review
CMO0403,Thera-Biologics Biosciences,SP0386,Probation
CMO0404,Health-Tech GmbH,SP0144,Probation
CMO0405,VaxSolutions Inc,SP0119,Pending Renewal
CMO0406,Pharma Clinic Sciences,SP0091,Pending Renewal
CMO0407,Life-Tech Laboratories,SP0346,Compliant
CMO0408,Lab-Medicines Ltd,SP0177,Certified
CMO0409,Chem Cure GmbH,SP0179,Compliant
CMO0410,Sci-Biotech Biosciences,SP0466,Pending Renewal
CMO0411,Sci Biologics Sciences,SP0376,Compliant
CMO0412,TheraScience Ltd,SP0364,Certified
CMO0413,Lab-Solutions Therapeutics,SP0114,Under Review
CMO0414,Biologics Gen Technologies,SP0167,Probation
CMO0415,Thera Genetics Ltd,SP0130,Compliant
CMO0416,Cure AG,SP0110,Certified
CMO0417,Lab-Labs Laboratories,SP0225,Certified
CMO0418,Lab Pharma Corp,SP0267,Pending Renewal
CMO0419,Science Tech Laboratories,SP0110,Probation
CMO0420,LabTherapeutics Ltd,SP0482,Compliant
CMO0421,ClinicBiotech Inc,SP0238,Pending Renewal
CMO0422,TechResearch Inc,SP0371,Compliant
CMO0423,Life Pharma Technologies,SP0261,Compliant
CMO0424,Therapeutics Tech Laboratories,SP0426,Probation
CMO0425,Bio-Solutions Sciences,SP0431,Probation
CMO0426,Bio Tech GmbH,SP0250,Compliant
CMO0427,ClinicBiologics LLC,SP0465,Probation
CMO0428,HealthTech Sciences,SP0046,Under Review
CMO0429,Research Life Therapeutics,SP0236,Probation
CMO0430,Cure Medical Co,SP0044,Compliant
CMO0431,Gen Medicines Laboratories,SP0145,Under Review
CMO0432,Cure-Labs SA,SP0250,Certified
CMO0433,LabBiologics Laboratories,SP0334,Pending Renewal
CMO0434,Labs Gen Biosciences,SP0398,Compliant
CMO0435,Gen-Research Laboratories,SP0270,Probation
CMO0436,Health Labs Ltd,SP0287,Probation
CMO0437,Pharma Sciences,SP0400,Under Review
CMO0438,Medical Life Holdings,SP0301,Pending Renewal
CMO0439,Solutions Cure Ltd,SP0444,Certified
CMO0440,Biotech Pharma Ltd,SP0139,Pending Renewal
CMO0441,Lab-Medicines Laboratories,SP0128,Compliant
CMO0442,BioLabs LLC,SP0067,Under Review
CMO0443,Medical Vax Technologies,SP0118,Compliant
CMO0444,Nova-Health Group,SP0060,Certified
CMO0445,Med Therapeutics,SP0080,Certified
CMO0446,Bio Technologies,SP0234,Under Review
CMO0447,TechBiologics Biosciences,SP0497,Compliant
CMO0448,Life Biosciences,SP0332,Pending Renewal
CMO0449,TechChem Pharmaceuticals,SP0030,Under Review
CMO0450,Bio Biotech Biosciences,SP0140,Probation
CMO0451,CureSolutions AG,SP0376,Probation
CMO0452,Science Tech Biosciences,SP0267,Pending Renewal
CMO0453,SciMedical Pharmaceuticals,SP0486,Pending Renewal
CMO0454,VaxResearch GmbH,SP0188,Probation
CMO0455,Biotech Life Therapeutics,SP0296,Certified
CMO0456,MedGenetics GmbH,SP0146,Under Review
CMO0457,Pro Medical Laboratories,SP0422,Compliant
CMO0458,Thera-Genetics Pharmaceuticals,SP0414,Certified
CMO0459,Health Co,SP0258,Probation
CMO0460,VaxMedical Inc,SP0028,Probation
CMO0461,Biologics Cure SA,SP0208,Under Review
CMO0462,Life Biotech Sciences,SP0377,Compliant
CMO0463,SciTherapeutics Co,SP0001,Certified
CMO0464,Medicines Pharma Corp,SP0124,Certified
CMO0465,GenGenetics Pharmaceuticals,SP0109,Probation
CMO0466,Life Technologies,SP0074,Compliant
CMO0467,Med-Science Ltd,SP0076,Under Review
CMO0468,ClinicChem Pharmaceuticals,SP0331,Under Review
CMO0469,PharmaSystems Laboratories,SP0101,Under Review
CMO0470,Medicines Cure Biosciences,SP0083,Pending Renewal
CMO0471,Clinic-Medicines GmbH,SP0169,Pending Renewal
CMO0472,Pharma-Science Laboratories,SP0365,Certified
CMO0473,Sci-Genetics GmbH,SP0088,Under Review
CMO0474,Sci-Health Biosciences,SP0204,Pending Renewal
CMO0475,Lab-Biologics Therapeutics,SP0294,Compliant
CMO0476,Biotech Thera LLC,SP0086,Under Review
CMO0477,Pharma-Chem SA,SP0230,Compliant
CMO0478,Pharma Med Laboratories,SP0071,Probation
CMO0479,Med Biologics Holdings,SP0207,Probation
CMO0480,Life Group,SP0422,Under Review
CMO0481,Pro Tech Pharmaceuticals,SP0008,Under Review
CMO0482,Tech-Pharma Corp,SP0426,Under Review
CMO0483,Bio-Science Ltd,SP0184,Probation
CMO0484,Labs Thera Holdings,SP0199,Certified
CMO0485,TechMedicines GmbH,SP0347,Under Review
CMO0486,Therapeutics Gen Group,SP0010,Probation
CMO0487,Tech Corp,SP0334,Certified
CMO0488,Medicines Med LLC,SP0284,Compliant
CMO0489,Medicines Cure LLC,SP0412,Certified
CMO0490,Health Vax Sciences,SP0471,Pending Renewal
CMO0491,Lab Labs Biosciences,SP0089,Under Review
CMO0492,Nova-Health Technologies,SP0356,Under Review
CMO0493,SciMedical SA,SP0464,Probation
CMO0494,Gen Therapeutics,SP0179,Probation
CMO0495,Pro-Biotech LLC,SP0386,Probation
CMO0496,Gen Biosciences,SP0005,Compliant
CMO0497,Med Corp,SP0076,Under Review
CMO0498,Life Co,SP0491,Certified
CMO0499,Tech-Chem Inc,SP0336,Compliant
CMO0500,Clinic-Genetics Biosciences,SP0407,Compliant
CMO0501,Tech Pharma Technologies,SP0199,Pending Renewal
CMO0502,Thera Biosciences,SP0450,Compliant
CMO0503,Biotech Gen GmbH,SP0452,Under Review
CMO0504,Genetics Bio Pharmaceuticals,SP0415,Probation
CMO0505,Lab-Labs Holdings,SP0456,Under Review
CMO0506,MedTech Co,SP0156,Probation
CMO0507,Sci-Medical Inc,SP0024,Probation
CMO0508,Chem Gen SA,SP0394,Pending Renewal
CMO0509,Pro Genetics SA,SP0223,Pending Renewal
CMO0510,LifeBiologics Therapeutics,SP0396,Under Review
CMO0511,HealthScience AG,SP0055,Pending Renewal
CMO0512,Biotech Health Sciences,SP0449,Probation
CMO0513,Cure Ltd,SP0408,Certified
CMO0514,BioResearch Inc,SP0304,Under Review
CMO0515,LifeTherapeutics Corp,SP0326,Pending Renewal
CMO0516,MedBiotech AG,SP0452,Certified
